Field of Study,Current Occupation,Age,Gender,Years of Experience,Education Level,Industry Growth Rate,Job Satisfaction,Work-Life Balance,Job Opportunities,Salary,Job Security,Career Change Interest,Skills Gap,Certifications,Freelancing Experience,Geographic Mobility,Professional Networks,Career Change Events,Technology Adoption,Likely to Change Occupation,LogSalary
Education,Business Analyst,57.0,Male,32.0,Bachelor's,Low,9.0,3.0,81.0,191458.0,5.0,1.0,2.0,1.0,0.0,1.0,9.0,0.0,1.0,1.0,5.282073517893249
Computer Science,Software Developer,52.0,Female,7.0,Master's,Low,6.0,3.0,59.0,151668.0,7.0,0.0,6.0,1.0,0.0,0.0,5.0,1.0,9.0,0.0,5.180893959894135
Law,Psychologist,49.0,Male,29.0,Master's,Low,3.0,2.0,8.0,114761.0,1.0,0.0,7.0,1.0,0.0,0.0,8.0,0.0,9.0,1.0,5.059794323929047
Computer Science,Business Analyst,54.0,Female,39.0,Master's,High,2.0,4.0,30.0,130318.0,6.0,0.0,8.0,0.0,0.0,0.0,3.0,2.0,6.0,1.0,5.1150044062020115
Mechanical Engineering,,36.0,Male,33.0,Bachelor's,Medium,2.0,2.0,90.0,40350.0,2.0,0.0,8.0,0.0,1.0,0.0,5.0,2.0,1.0,1.0,4.605843539058089
Computer Science,Artist,49.0,Male,12.0,High School,Low,5.0,3.0,57.0,154184.0,6.0,0.0,7.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,5.188039308395617
Business,Biologist,43.0,Male,21.0,Bachelor's,Low,4.0,7.0,8.0,104763.0,7.0,0.0,2.0,1.0,0.0,0.0,9.0,2.0,1.0,1.0,5.020207926415956
Education,Teacher,37.0,Female,21.0,Bachelor's,High,7.0,8.0,50.0,183512.0,6.0,0.0,9.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,5.263664468388576
Psychology,Software Developer,25.0,Female,11.0,Master's,High,1.0,10.0,87.0,92368.0,9.0,0.0,10.0,1.0,0.0,1.0,1.0,2.0,9.0,1.0,4.965521540154556
Arts,Biologist,39.0,Male,18.0,PhD,High,10.0,1.0,48.0,180043.0,9.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,5.255376240839374
Mechanical Engineering,Artist,28.0,Female,10.0,Bachelor's,Medium,1.0,4.0,87.0,137692.0,2.0,0.0,,1.0,1.0,0.0,8.0,1.0,6.0,1.0,5.13890870818151
Computer Science,Business Analyst,40.0,Female,34.0,High School,High,1.0,6.0,54.0,92507.0,,0.0,5.0,0.0,0.0,0.0,9.0,2.0,6.0,1.0,4.966174597023895
Computer Science,Economist,43.0,,24.0,PhD,Medium,10.0,6.0,,181379.0,7.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,5.0,0.0,5.258587003164729
Economics,Doctor,51.0,Female,24.0,,,10.0,7.0,57.0,181165.0,5.0,0.0,7.0,0.0,1.0,1.0,9.0,0.0,6.0,0.0,5.258074298334853
Business,Lawyer,22.0,Male,28.0,Bachelor's,Medium,7.0,10.0,4.0,142217.0,8.0,1.0,5.0,0.0,1.0,0.0,9.0,0.0,10.0,1.0,5.152951513165257
Medicine,Teacher,45.0,Male,9.0,Master's,High,3.0,5.0,72.0,156311.0,4.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,5.193989541494579
Education,Software Developer,24.0,Female,10.0,PhD,Medium,1.0,2.0,38.0,77118.0,10.0,0.0,5.0,1.0,0.0,0.0,3.0,1.0,6.0,1.0,4.887155757925028
Law,Software Developer,36.0,Female,10.0,High School,Medium,6.0,9.0,16.0,42867.0,3.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,7.0,1.0,4.632123090950915
Medicine,Economist,37.0,Female,5.0,PhD,Low,2.0,1.0,43.0,185892.0,2.0,1.0,8.0,1.0,0.0,0.0,7.0,0.0,4.0,1.0,5.26926069998914
Law,Mechanical Engineer,41.0,Male,21.0,PhD,High,5.0,10.0,36.0,179092.0,10.0,1.0,5.0,0.0,0.0,1.0,6.0,0.0,9.0,1.0,5.2530761864439315
Psychology,Teacher,55.0,Male,26.0,Bachelor's,Low,1.0,9.0,93.0,115744.0,3.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,5.063498487081525
Business,Biologist,46.0,Female,3.0,High School,Medium,1.0,10.0,26.0,142492.0,4.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,9.0,1.0,5.153790482215514
Business,Biologist,30.0,Female,20.0,Master's,Medium,3.0,3.0,60.0,72998.0,7.0,1.0,5.0,1.0,1.0,0.0,8.0,0.0,3.0,1.0,4.863310961478504
Medicine,Artist,46.0,Female,14.0,Master's,High,1.0,3.0,24.0,139850.0,8.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,5.1456624707075465
Law,Business Analyst,42.0,Male,4.0,Master's,Medium,5.0,9.0,57.0,193324.0,9.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,5.2862857723966785
Economics,Business Analyst,47.0,Female,37.0,Master's,Low,4.0,9.0,69.0,183484.0,7.0,0.0,5.0,0.0,0.0,0.0,6.0,2.0,8.0,1.0,5.263598199298358
Economics,Biologist,40.0,Female,15.0,Master's,Low,10.0,10.0,32.0,132842.0,2.0,0.0,9.0,0.0,0.0,0.0,4.0,2.0,9.0,0.0,5.123335405487213
Biology,Biologist,57.0,Male,0.0,Master's,High,3.0,4.0,81.0,40728.0,8.0,0.0,7.0,0.0,0.0,1.0,9.0,0.0,2.0,1.0,4.609893084029282
Arts,Artist,32.0,Female,5.0,PhD,High,3.0,1.0,63.0,71520.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,4.854427505787862
Psychology,Lawyer,33.0,Female,32.0,Bachelor's,Medium,7.0,4.0,88.0,189034.0,3.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,5.276539924196441
Psychology,Teacher,44.0,Female,30.0,PhD,Low,2.0,8.0,22.0,178338.0,9.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,5.2512438918682856
Biology,Biologist,46.0,Female,16.0,Bachelor's,High,5.0,9.0,28.0,184692.0,6.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,5.266448084226919
Economics,Doctor,34.0,Male,13.0,Master's,Low,6.0,8.0,20.0,119116.0,8.0,0.0,10.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,5.075970101071394
Arts,Biologist,37.0,Female,19.0,High School,High,1.0,7.0,3.0,75833.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,9.0,1.0,4.87985823728254
Economics,Business Analyst,38.0,Female,34.0,Master's,Medium,5.0,2.0,22.0,158133.0,,0.0,6.0,0.0,0.0,0.0,3.0,1.0,9.0,0.0,5.199022510175035
Education,Biologist,34.0,Male,21.0,Master's,High,8.0,6.0,100.0,153489.0,9.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,10.0,0.0,5.186077256617892
Economics,Economist,36.0,Female,26.0,Bachelor's,Medium,3.0,4.0,85.0,99212.0,9.0,0.0,3.0,0.0,0.0,1.0,8.0,2.0,1.0,1.0,4.996564204599688
Biology,Doctor,51.0,Female,32.0,High School,Medium,5.0,2.0,40.0,40442.0,2.0,0.0,10.0,0.0,1.0,1.0,6.0,2.0,3.0,1.0,4.606832624848885
Business,Lawyer,22.0,Female,37.0,High School,Low,8.0,8.0,51.0,,1.0,1.0,6.0,0.0,0.0,1.0,9.0,1.0,8.0,1.0,
Biology,Mechanical Engineer,57.0,Female,39.0,PhD,Medium,5.0,2.0,98.0,111982.0,6.0,0.0,10.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,5.049148219733418
Medicine,Psychologist,33.0,Female,0.0,Bachelor's,Medium,5.0,5.0,74.0,143499.0,5.0,0.0,,0.0,0.0,0.0,8.0,1.0,7.0,0.0,5.156848874617084
Arts,Biologist,43.0,Male,31.0,Master's,High,4.0,10.0,49.0,111257.0,10.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,5.046327345187666
Biology,Teacher,42.0,Male,11.0,Master's,Low,9.0,6.0,73.0,141900.0,5.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,5.151982395457474
Economics,Economist,52.0,Female,16.0,Bachelor's,Low,10.0,3.0,78.0,182185.0,10.0,0.0,3.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,5.260512616954214
Economics,Lawyer,27.0,Male,8.0,Master's,High,1.0,3.0,67.0,110201.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,5.042185535464146
Law,Teacher,36.0,Male,12.0,High School,Medium,1.0,3.0,7.0,191081.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,10.0,1.0,5.2812175054464925
Arts,Economist,47.0,Male,0.0,High School,High,6.0,9.0,51.0,125430.0,3.0,1.0,9.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,5.0984014222700775
Law,Economist,25.0,Female,39.0,PhD,Low,4.0,9.0,49.0,67548.0,2.0,0.0,6.0,1.0,0.0,0.0,3.0,1.0,8.0,1.0,4.829612494707827
Medicine,Business Analyst,30.0,Female,30.0,Master's,Low,2.0,1.0,9.0,121212121.0,2.0,0.0,9.0,0.0,0.0,1.0,7.0,1.0,4.0,1.0,8.08354605069006
Computer Science,Psychologist,56.0,Male,28.0,Master's,Low,9.0,6.0,29.0,138944.0,7.0,0.0,5.0,1.0,0.0,1.0,10.0,0.0,6.0,0.0,5.142839797438307
Law,Lawyer,59.0,Male,1.0,Bachelor's,Medium,10.0,1.0,90.0,79522.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,4.900487294151343
Education,Business Analyst,26.0,Female,9.0,Master's,High,4.0,7.0,70.0,142599.0,4.0,0.0,4.0,0.0,0.0,0.0,5.0,2.0,5.0,1.0,5.154116479961817
Law,Mechanical Engineer,25.0,Male,39.0,Master's,High,7.0,8.0,77.0,189973.0,2.0,1.0,1.0,1.0,0.0,1.0,10.0,2.0,3.0,1.0,5.278691881035724
Computer Science,Psychologist,30.0,Male,20.0,Master's,Medium,5.0,3.0,86.0,194005.0,8.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,10.0,0.0,5.287812922942737
Psychology,Artist,23.0,Male,28.0,Master's,Low,2.0,10.0,61.0,69850.0,9.0,0.0,3.0,1.0,0.0,0.0,5.0,2.0,5.0,1.0,4.8441664104502005
Mechanical Engineering,Business Analyst,39.0,Female,24.0,Bachelor's,Low,2.0,7.0,54.0,93185.0,8.0,1.0,5.0,0.0,0.0,,10.0,1.0,3.0,1.0,4.969346009548041
Computer Science,Doctor,23.0,Male,14.0,PhD,Medium,6.0,2.0,47.0,159744.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,8.0,0.0,5.203424554994274
Education,Mechanical Engineer,56.0,Male,37.0,Bachelor's,Medium,10.0,8.0,40.0,148570.0,6.0,0.0,8.0,0.0,1.0,1.0,7.0,0.0,8.0,0.0,5.171931123355967
Biology,Doctor,43.0,Female,8.0,Master's,Low,4.0,5.0,81.0,76830.0,7.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.885530833188092
Mechanical Engineering,Mechanical Engineer,26.0,Female,33.0,Master's,Medium,6.0,8.0,10.0,75619.0,5.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,4.878630929871882
Education,Doctor,47.0,Male,35.0,High School,High,4.0,5.0,26.0,41349.0,4.0,0.0,6.0,0.0,0.0,1.0,5.0,1.0,10.0,1.0,4.616465010872037
Law,Lawyer,54.0,Female,22.0,High School,High,7.0,10.0,57.0,191206.0,10.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,10.0,0.0,5.281501516214176
Medicine,Doctor,32.0,Male,31.0,High School,Medium,5.0,2.0,77.0,44031.0,9.0,0.0,6.0,0.0,0.0,0.0,7.0,2.0,9.0,1.0,4.6437585489514674
Law,Software Developer,56.0,Female,18.0,High School,High,10.0,6.0,4.0,118059.0,7.0,1.0,6.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,5.072099100278356
Economics,Lawyer,27.0,Female,5.0,Bachelor's,Low,10.0,3.0,59.0,102779.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,5.011904387852027
Business,Teacher,39.0,Female,12.0,High School,Medium,4.0,1.0,1.0,129214.0,1.0,0.0,8.0,1.0,0.0,1.0,7.0,0.0,1.0,1.0,5.111309570883153
Arts,Doctor,21.0,Female,17.0,Master's,High,7.0,2.0,93.0,194957.0,2.0,0.0,5.0,0.0,0.0,0.0,9.0,1.0,5.0,0.0,5.289938833300847
Medicine,Business Analyst,49.0,Male,8.0,Bachelor's,Low,1.0,3.0,75.0,43409.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,8.0,1.0,4.637579781243348
Education,Psychologist,30.0,Male,30.0,High School,High,10.0,5.0,85.0,58054.0,8.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,8.0,0.0,4.763832148589309
Computer Science,Biologist,21.0,Male,39.0,Master's,Low,1.0,6.0,19.0,454323456.0,2.0,0.0,5.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,8.657365159329261
Arts,Business Analyst,38.0,Female,34.0,Bachelor's,Low,1.0,10.0,82.0,193623.0,1.0,1.0,8.0,1.0,0.0,0.0,8.0,2.0,8.0,1.0,5.28695694481013
Medicine,Artist,53.0,Male,23.0,Bachelor's,Medium,10.0,9.0,26.0,128239.0,8.0,0.0,3.0,1.0,0.0,0.0,9.0,0.0,10.0,0.0,5.1080201227570745
Mechanical Engineering,Doctor,50.0,Female,19.0,PhD,Low,4.0,7.0,48.0,97766.0,1.0,0.0,2.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,4.990187846815526
Business,Economist,34.0,Female,14.0,Bachelor's,High,5.0,8.0,5.0,154997.0,1.0,0.0,7.0,0.0,1.0,0.0,3.0,1.0,10.0,0.0,5.190323292389295
Arts,Business Analyst,27.0,Male,10.0,High School,High,10.0,5.0,55.0,159572.0,8.0,0.0,6.0,1.0,0.0,0.0,3.0,1.0,7.0,0.0,5.20295668831605
Education,Lawyer,47.0,Female,29.0,High School,Low,10.0,5.0,56.0,124881.0,7.0,0.0,9.0,0.0,1.0,0.0,9.0,2.0,10.0,0.0,5.096496367734879
Economics,Teacher,40.0,Male,16.0,Bachelor's,Medium,3.0,8.0,62.0,150592.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,6.0,1.0,5.177801901159908
Computer Science,Biologist,54.0,Female,5.0,High School,Medium,10.0,1.0,23.0,102920.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,5.012499777538309
Medicine,Psychologist,54.0,Male,34.0,Master's,Low,10.0,8.0,24.0,92780.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,2.0,4.0,1.0,4.967454368182741
Law,Business Analyst,45.0,Female,31.0,High School,Medium,3.0,6.0,8.0,89550.0,9.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,10.0,1.0,4.95206559018505
Economics,Mechanical Engineer,24.0,Male,28.0,Master's,Medium,7.0,5.0,94.0,87221.0,8.0,1.0,4.0,0.0,0.0,0.0,9.0,0.0,10.0,1.0,4.9406210616081285
Business,Economist,22.0,Female,10.0,Master's,High,4.0,4.0,81.0,194648.0,3.0,0.0,6.0,1.0,0.0,1.0,10.0,2.0,9.0,1.0,5.2892499457196
Medicine,Software Developer,37.0,Male,8.0,Master's,Medium,3.0,5.0,47.0,65699.0,7.0,0.0,2.0,0.0,0.0,1.0,10.0,1.0,7.0,1.0,4.817558759243387
Arts,Artist,33.0,Male,33.0,Bachelor's,Low,5.0,5.0,86.0,116700.0,7.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,5.06707085604537
Biology,Teacher,35.0,Female,11.0,PhD,High,4.0,7.0,2.0,165994.0,8.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,5.220092390365449
Biology,Teacher,35.0,Female,27.0,Bachelor's,High,5.0,7.0,16.0,150589.0,10.0,0.0,4.0,1.0,0.0,0.0,4.0,2.0,10.0,0.0,5.177793249329642
Biology,Biologist,46.0,Male,28.0,PhD,High,6.0,4.0,2.0,65733.0,2.0,0.0,4.0,,0.0,0.0,4.0,1.0,4.0,0.0,4.817783453575271
Business,Business Analyst,28.0,Male,18.0,Bachelor's,Medium,4.0,9.0,20.0,71347.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,4.853375716612023
Arts,Teacher,50.0,Male,3.0,Master's,Medium,3.0,9.0,85.0,84460.0,3.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,8.0,1.0,4.926651077088889
Computer Science,Doctor,40.0,Female,6.0,Bachelor's,Low,2.0,1.0,97.0,113291.0,1.0,0.0,5.0,0.0,0.0,0.0,8.0,1.0,3.0,1.0,5.054195410255388
Psychology,Teacher,46.0,Male,1.0,High School,Medium,6.0,4.0,38.0,132171.0,9.0,0.0,10.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,5.121136175863877
Arts,Business Analyst,46.0,Male,15.0,Bachelor's,Medium,9.0,2.0,12.0,35543.0,9.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,4.550754081557615
Law,Economist,46.0,Female,30.0,High School,Medium,2.0,5.0,28.0,62083.0,7.0,0.0,10.0,0.0,0.0,1.0,6.0,1.0,4.0,1.0,4.792972694911955
Business,Economist,33.0,Male,15.0,High School,High,1.0,4.0,20.0,37697.0,6.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,4.576306789588092
Medicine,Software Developer,53.0,Male,26.0,PhD,Low,8.0,1.0,31.0,174738.0,1.0,0.0,6.0,1.0,1.0,0.0,9.0,0.0,6.0,0.0,5.242387360596673
Arts,Economist,21.0,Male,4.0,PhD,Low,9.0,8.0,1.0,193539.0,7.0,0.0,7.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,5.286768492756198
Computer Science,Teacher,20.0,Male,1.0,High School,Medium,8.0,3.0,33.0,77234.0,3.0,0.0,4.0,1.0,0.0,1.0,9.0,1.0,4.0,0.0,4.887808527819623
Biology,Economist,38.0,Female,7.0,Bachelor's,Medium,3.0,10.0,23.0,86396.0,9.0,0.0,3.0,0.0,0.0,0.0,10.0,1.0,6.0,1.0,4.936493635787443
Mechanical Engineering,Psychologist,25.0,Female,37.0,High School,Medium,1.0,3.0,72.0,31466.0,4.0,0.0,8.0,0.0,0.0,1.0,3.0,0.0,5.0,1.0,4.497841538326658
Biology,Lawyer,35.0,Male,12.0,High School,High,6.0,6.0,57.0,45989.0,4.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,9.0,1.0,4.662653966234103
Education,Artist,48.0,Male,32.0,PhD,Medium,3.0,1.0,67.0,108543.0,4.0,0.0,8.0,0.0,0.0,0.0,4.0,1.0,6.0,1.0,5.035601820794595
Medicine,Artist,26.0,Female,16.0,Bachelor's,High,9.0,10.0,10.0,113384.0,7.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,5.054551774116275
Economics,Teacher,23.0,Male,6.0,Bachelor's,Medium,9.0,3.0,8.0,123948.0,8.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,4.0,1.0,5.0932395234719605
Biology,Software Developer,58.0,Female,25.0,PhD,Low,9.0,4.0,30.0,64069.0,2.0,0.0,4.0,0.0,0.0,0.0,10.0,2.0,10.0,0.0,4.806647945501598
Economics,Economist,27.0,Female,21.0,Master's,High,2.0,5.0,30.0,70696.0,10.0,0.0,5.0,0.0,1.0,0.0,7.0,0.0,1.0,1.0,4.8493948419854185
Biology,Mechanical Engineer,58.0,Male,17.0,Master's,Low,2.0,6.0,37.0,121321.0,1.0,1.0,10.0,0.0,0.0,1.0,6.0,1.0,6.0,1.0,5.083935981367377
Education,Artist,40.0,Male,15.0,Master's,Medium,7.0,3.0,49.0,87608.0,10.0,0.0,5.0,0.0,0.0,0.0,10.0,2.0,7.0,0.0,4.94254376595368
Psychology,Psychologist,29.0,Female,28.0,Master's,Low,6.0,6.0,77.0,127628.0,3.0,1.0,8.0,0.0,0.0,0.0,8.0,2.0,3.0,1.0,5.105945963660161
Arts,Biologist,26.0,Male,6.0,Bachelor's,Medium,9.0,6.0,24.0,44308.0,1.0,0.0,8.0,1.0,1.0,1.0,9.0,0.0,7.0,1.0,4.646482147039806
Economics,Biologist,44.0,Female,12.0,Master's,Medium,2.0,9.0,92.0,179682.0,8.0,0.0,9.0,0.0,0.0,1.0,3.0,1.0,8.0,1.0,5.254504572978657
Economics,Lawyer,58.0,Female,12.0,High School,High,4.0,6.0,82.0,153246.0,2.0,0.0,7.0,1.0,0.0,0.0,9.0,2.0,3.0,1.0,5.185389147460605
Psychology,Doctor,45.0,Female,13.0,Bachelor's,High,8.0,9.0,65.0,51042.0,7.0,0.0,8.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,4.7079276831885455
Computer Science,Biologist,45.0,Male,33.0,Master's,Low,8.0,6.0,77.0,111533.0,7.0,0.0,6.0,1.0,1.0,0.0,7.0,2.0,6.0,0.0,5.047403383953543
Biology,Teacher,59.0,Male,24.0,High School,High,6.0,7.0,64.0,192730.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,5.284949321403674
Psychology,Teacher,26.0,Female,19.0,Master's,Medium,9.0,5.0,57.0,98116.0,10.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,4.991739834547212
Mechanical Engineering,Artist,25.0,Male,37.0,Bachelor's,High,2.0,8.0,3.0,166694.0,5.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.221919968071635
Mechanical Engineering,Artist,35.0,Female,28.0,Master's,Low,3.0,9.0,16.0,168421.0,3.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,6.0,1.0,5.22639624165003
Biology,Teacher,25.0,Female,38.0,Master's,Medium,10.0,9.0,18.0,116971.0,8.0,0.0,9.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,5.068078202762444
Arts,Business Analyst,24.0,Male,4.0,PhD,Low,2.0,2.0,93.0,196412.0,4.0,1.0,10.0,1.0,0.0,0.0,9.0,1.0,5.0,1.0,5.293168017944707
Psychology,Biologist,32.0,Female,12.0,PhD,High,10.0,8.0,73.0,62966.0,2.0,0.0,7.0,0.0,1.0,0.0,3.0,0.0,7.0,0.0,4.799106105036147
Arts,Mechanical Engineer,39.0,Female,16.0,High School,Medium,9.0,10.0,92.0,162201.0,7.0,0.0,10.0,0.0,0.0,0.0,3.0,1.0,8.0,0.0,5.210053527391433
Arts,Business Analyst,34.0,Male,34.0,Master's,Medium,1.0,3.0,100.0,152374.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,5.1829108684482135
Education,Mechanical Engineer,55.0,Male,5.0,PhD,Medium,7.0,6.0,29.0,180653.0,9.0,0.0,8.0,0.0,0.0,1.0,6.0,0.0,3.0,0.0,5.256845178041475
Education,Biologist,58.0,Female,7.0,Master's,Medium,7.0,9.0,1.0,32716.0,8.0,0.0,4.0,0.0,0.0,1.0,6.0,2.0,7.0,1.0,4.514760199518823
Arts,Teacher,52.0,Female,35.0,High School,High,1.0,3.0,48.0,178868.0,3.0,0.0,3.0,1.0,1.0,0.0,8.0,2.0,2.0,1.0,5.252532650983856
Mechanical Engineering,Economist,33.0,Female,14.0,Master's,Medium,2.0,4.0,8.0,83634.0,9.0,0.0,8.0,1.0,1.0,0.0,2.0,1.0,9.0,1.0,4.922382868474191
Mechanical Engineering,Mechanical Engineer,26.0,Male,30.0,PhD,High,9.0,6.0,14.0,83639.0,6.0,0.0,5.0,0.0,0.0,0.0,6.0,2.0,5.0,0.0,4.922408831688937
Mechanical Engineering,Teacher,36.0,Female,1.0,PhD,High,7.0,2.0,94.0,59670.0,9.0,0.0,4.0,0.0,0.0,0.0,9.0,1.0,9.0,0.0,4.775756037844098
Business,Economist,41.0,Female,33.0,Master's,High,6.0,1.0,18.0,56950.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,4.755493728415119
Medicine,Business Analyst,25.0,Female,15.0,Bachelor's,Low,2.0,10.0,88.0,104807.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,5.0203902898981765
Psychology,Teacher,53.0,Female,3.0,Master's,Low,8.0,2.0,7.0,143221.0,6.0,0.0,4.0,1.0,0.0,0.0,9.0,2.0,10.0,0.0,5.156006701738993
Psychology,Lawyer,25.0,Female,19.0,PhD,Low,6.0,8.0,65.0,95776.0,1.0,0.0,7.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,4.981256695160098
Psychology,Artist,53.0,Male,30.0,Bachelor's,Medium,7.0,10.0,17.0,149181.0,7.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.1737135140173205
Business,Biologist,48.0,Female,36.0,High School,Low,1.0,5.0,53.0,138047.0,6.0,0.0,1.0,1.0,0.0,1.0,5.0,2.0,2.0,1.0,5.140026973107824
Business,Doctor,51.0,Male,1.0,Bachelor's,Medium,1.0,5.0,12.0,35269.0,9.0,0.0,6.0,0.0,0.0,0.0,7.0,2.0,10.0,1.0,4.5473931460684325
Medicine,Teacher,52.0,Male,35.0,High School,Low,9.0,5.0,61.0,143793.0,7.0,1.0,7.0,1.0,0.0,0.0,7.0,0.0,2.0,1.0,5.157737744632616
Computer Science,Artist,42.0,Male,2.0,Bachelor's,Low,2.0,7.0,1.0,181100.0,4.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,5.257918450314058
Psychology,Teacher,31.0,Female,15.0,High School,Low,1.0,2.0,58.0,118177.0,7.0,0.0,9.0,,0.0,1.0,9.0,0.0,5.0,1.0,5.07253296093572
Economics,Artist,43.0,Female,32.0,High School,High,9.0,2.0,96.0,178344.0,8.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,7.0,0.0,5.251258503017105
Law,Teacher,36.0,Female,19.0,High School,High,2.0,1.0,73.0,196925.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,5.294300854141354
Education,Business Analyst,45.0,Male,25.0,Bachelor's,Medium,1.0,2.0,96.0,179172.0,3.0,0.0,10.0,1.0,0.0,0.0,1.0,2.0,10.0,1.0,5.253270141511311
Psychology,Lawyer,55.0,Male,6.0,Bachelor's,Medium,4.0,8.0,61.0,86117.0,1.0,0.0,10.0,0.0,0.0,0.0,4.0,2.0,9.0,1.0,4.935088892190241
Education,Teacher,33.0,Male,32.0,Bachelor's,High,4.0,3.0,52.0,189484.0,10.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,4.0,1.0,5.277572544092607
Law,Mechanical Engineer,28.0,Male,14.0,High School,Low,1.0,2.0,84.0,162371.0,3.0,0.0,8.0,0.0,0.0,1.0,6.0,0.0,4.0,1.0,5.21050846539394
Economics,Mechanical Engineer,31.0,Female,29.0,High School,Low,8.0,7.0,96.0,195637.0,4.0,1.0,5.0,0.0,0.0,1.0,5.0,2.0,5.0,1.0,5.291450994501753
Biology,Artist,34.0,Male,28.0,Bachelor's,High,10.0,5.0,72.0,136311.0,10.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,10.0,0.0,5.134530903865043
Education,Software Developer,36.0,Male,30.0,Master's,High,7.0,4.0,42.0,153745.0,10.0,0.0,9.0,0.0,0.0,1.0,6.0,0.0,3.0,0.0,5.186801000820015
